Merlot,fragrant_wild,wild_berry,berry_floral,floral_blackberry,blackberry_scents,scents_turn,turn_dense,dense_concentrated,concentrated_palate,palate_tiers,tiers_black,black_currant,currant_berry,berry_vanilla,vanilla_cream,cream_notes,notes_finishes,finishes_bu,,,,,
Merlot,fresh_vibrant,vibrant_lively,lively_dark,dark_berry,berry_mocha,mocha_tobacco,tobacco_flavors,flavors_finishing,finishing_mild,mild_grip,grip_tannins,tannins_drink,drink_good,good_value,value_smelling,smelling_tasting,tasting_ripe,ripe_cherries,cherries_s,,,,
Merlot,sniff_long,long_tannin-firmed,tannin-firmed_finish,finish_solid,solid_nicely,nicely_extracted,extracted_marked,marked_continuous,continuous_incisive,incisive_black,black_cherry,cherry_fruit,fruit_carefully,carefully_placed,placed_oak,oak_lends,lends_fine,,,,,,
Merlot,forward_palms,palms_every,every_began,began_feel,feel_confident,confident_ability,ability_manage,manage_ripe,ripe_low,low_acid,acid_fruit,fruit_getting,getting_also,also_discovered,discovered_palms,palms_quickly,quickly_earned,earned_place,place_among,amo,,,
Merlot,full_delicious,delicious_pride,pride_achieves,achieves_balanced,balanced_ripeness,ripeness_mountaintop,mountaintop_border,border_sonoma,sonoma_counties,counties_density,density_fruit,fruit_retains,retains_spot-on,spot-on_varietal,varietal_identity,identit,,,,,,,
Merlot,full_medium,medium_ruby,ruby_expressive,expressive_aromas,aromas_berries,berries_licorice,licorice_smoky,smoky_oak,oak_lively,lively_impressively,impressively_fresh,fresh_flavors,flavors_black,black_raspberry,raspberry_blueberry,blueberry_chocolate,chocol,,,,,,
Merlot,full_ruby-red,ruby-red_smoky,smoky_roasted,roasted_oak,oak_sweetens,sweetens_currant,currant_syrup,syrup_black,black_cherry,cherry_mocha,mocha_aromas,aromas_lush,lush_sweet,sweet_firm,firm_sexy,sexy_complex,complex_flavors,flavors_currant,currant_gunflint,,,,
Merlot,full_deep,deep_ruby-red,ruby-red_sexy,sexy_perfumed,perfumed_aromas,aromas_black,black_raspberry,raspberry_violet,violet_mint,mint_spices,spices_tobacco,tobacco_broad,broad_dry,dry_suave,suave_velvety,velvety_light,light_feet,feet_texture,texture_inner-mo,,,,
Merlot,gerard_perse,perse_pavie,pavie_decesse,decesse_blend,blend_situated,situated_pavie,pavie_steep,steep_limestone,limestone_outside,outside_walled,walled_fabulous,fabulous_effort,effort_perse,perse_stunning,stunning_notes,notes_creme,creme_cassis,cassis_viol,,,,,
Merlot,good_bright,bright_medium,medium_red,red_musky,musky_aromas,aromas_cherry,cherry_duck,duck_sauce,sauce_smoke,smoke_five-spice,five-spice_powder,powder_supple,supple_sweet,sweet_fine-grained,fine-grained_moderate,moderate_complexity,complexity_currant,curr,,,,,
Merlot,good_bright,bright_medium,medium_red,red_musky,musky_aromas,aromas_cherry,cherry_duck,duck_sauce,sauce_smoke,smoke_five-spice,five-spice_powder,powder_supple,supple_sweet,sweet_fine-grained,fine-grained_moderate,moderate_complexity,complexity_currant,curr,,,,,
Merlot,good_bright,bright_ruby,ruby_vibrant,vibrant_pure,pure_aromas,aromas_black,black_cherry,cherry_black,black_raspberry,raspberry_licorice,licorice_dark,dark_chocolate,chocolate_silky,silky_suave,suave_mouth,mouth_lovely,lovely_vinosity,vinosity_leaven,leave,,,,
Merlot,good_bright,bright_full,full_red,red_expressive,expressive_aromas,aromas_black,black_cherry,cherry_blackberry,blackberry_bitter,bitter_chocolate,chocolate_licorice,licorice_musky,musky_animal,animal_nuance,nuance_good,good_lift,lift_herbs,herbs_spices,spi,,,,
Merlot,good_deep,deep_red,red_sweet,sweet_nose,nose_offers,offers_raspberry,raspberry_cherry,cherry_milk,milk_chocolate,chocolate_fat,fat_lush,lush_sweet,sweet_soft,soft_pliant,pliant_immediately,immediately_accessible,accessible_texture,texture_enticing,enticin,,,,
Merlot,good_deep,deep_ruby-red,ruby-red_cassis,cassis_dark,dark_berries,berries_dark,dark_chocolate,chocolate_nose,nose_plus,plus_hints,hints_coffee,coffee_cinnamon,cinnamon_smooth,smooth_supple,supple_intensely,intensely_flavored,flavored_suave,suave_sweet,swee,,,,
Merlot,good_deep,deep_ruby-red,ruby-red_currant,currant_roasted,roasted_plum,plum_oak,oak_notes,notes_chocolate,chocolate_coconut,coconut_nose,nose_bright,bright_pure,pure_atypically,atypically_powerful,powerful_penetrating,penetrating_berry,berry_mineral,minera,,,,,
Merlot,good_deep,deep_ruby-red,ruby-red_superripe,superripe_aromas,aromas_blackberry,blackberry_bitter,bitter_chocolate,chocolate_mocha,mocha_show,show_almost,almost_liqueur-like,liqueur-like_quality,quality_complemented,complemented_sexy,sexy_oaky,oaky_torrefac,,,,,,,
Merlot,good_full,full_ruby,ruby_superripe,superripe_pure,pure_aromas,aromas_blackberry,blackberry_cassis,cassis_violet,violet_minerals,minerals_milk,milk_chocolate,chocolate_exotic,exotic_spices,spices_superconcentrated,superconcentrated_rich,rich_seamless,seaml,,,,,,
Merlot,good_medium,medium_red-ruby,red-ruby_aromas,aromas_blackberry,blackberry_minerals,minerals_coffee,coffee_spices,spices_cool,cool_liqueur-like,liqueur-like_lush,lush_chewy,chewy_sweet,sweet_deep,deep_vibrant,vibrant_flavors,flavors_black,black_cherry,cherr,,,,,
Merlot,good_medium,medium_red,red_redcurrant,redcurrant_plum,plum_tobacco,tobacco_herbs,herbs_nose,nose_supple,supple_juicy,juicy_flavorful,flavorful_red,red_plum,plum_tobacco,tobacco_earth,earth_herb,herb_flavors,flavors_nicely,nicely_framed,framed_bright,brigh,,,
Merlot,good_can,can_often,often_seem,seem_workmanlike,workmanlike_one,one_satisfied,satisfied_hit,hit_fragrant,fragrant_notes,notes_ripe,ripe_cherries,cherries_clarity,clarity_pushed,pushed_though,though_oak,oak_present,present_tannins,tannins_frames,frames_frui,,,,
Merlot,good_ruby-red,ruby-red_plum,plum_redcurrant,redcurrant_cocoa,cocoa_powder,powder_licorice,licorice_dark,dark_chocolate,chocolate_nose,nose_complementary,complementary_oak,oak_tones,tones_guessed,guessed_significant,significant_percentage,percentage_concen,,,,,,,
Merlot,gorgeous_subtle,subtle_aromas,aromas_crushed,crushed_raspberries,raspberries_light,light_vanilla,vanilla_hints,hints_spices,spices_medium,medium_full-bodied,full-bodied_wonderfully,wonderfully_seductive,seductive_silky,silky_tannins,tannins_beautiful,beau,,,,,,,
Merlot,grill_pan,pan_sear,sear_steak,steak_put,put_brown,brown_butter,butter_sauce,sauce_enjoy,enjoy_luscious,luscious_blended,blended_varieties,varieties_rich,rich_blackberries,blackberries_cherries,cherries_currants,currants_oak,oak_low,low_alcohol,alcohol_vol,,,,
Merlot,harmonious_supple,supple_generous,generous_full-bodied,full-bodied_ripe,ripe_tannins,tannins_perfect,perfect_enjoy,enjoy_last,last_almost,almost_black,black_color,color_explodes,explodes_cassis,cassis_green,green_olive,olive_aromas,aromas_flavors,flavors_,,,,,
Merlot,harmonious_beauty,beauty_medium-garnet,medium-garnet_color,color_aromas,aromas_chocolate,chocolate_berries,berries_flowers,flowers_full-bodied,full-bodied_yet,yet_reserved,reserved_fine,fine_tannins,tannins_long,long_smooth,smooth_silky,silky_finish,finis,,,,,,
Merlot,fabulous_aromas,aromas_spices,spices_blackberry,blackberry_hints,hints_licorice,licorice_coffee,coffee_full-bodied,full-bodied_velvety,velvety_tannins,tannins_soft,soft_texture,texture_loads,loads_black,black_licorice,licorice_berry,berry_sweet,sweet_toba,,,,,,
Merlot,interesting_flavors,flavors_notes,notes_currant,currant_chocolate,chocolate_cedar,cedar_nice,nice_dash,dash_spice,spice_finish,finish_tannic,tannic_weight,weight_cellar,cellar_w,w_clarke,clarke_swanson,swanson_plan,plan_plant,plant_didn,didn_advise,advise,,,
Merlot,interesting_flavors,flavors_notes,notes_currant,currant_chocolate,chocolate_cedar,cedar_nice,nice_dash,dash_spice,spice_finish,finish_tannic,tannic_weight,weight_cellar,cellar_w,w_clarke,clarke_swanson,swanson_plan,plan_plant,plant_didn,didn_advise,advise,,,
Merlot,healthy_red-ruby,red-ruby_red,red_fruit,fruit_espresso,espresso_iron,iron_tobacco,tobacco_brown,brown_spices,spices_exotic,exotic_oak,oak_scents,scents_nose,nose_round,round_silky,silky_mouth,mouth_supported,supported_solid,solid_structure,structure_alrea,,,,
Merlot,another_ultraripe,ultraripe_nose,nose_showing,showing_dried,dried_fruits,fruits_treacle,treacle_tar,tar_aromas,aromas_full-bodied,full-bodied_ripe,ripe_flavors,flavors_dried,dried_beef,beef_raisin,raisin_spices,spices_verging,verging_rustic,rustic_impress,,,,,
Merlot,wonderfully_rich,rich_rewarding,rewarding_soft,soft_creamy,creamy_melted,melted_chocolate,chocolate_mixed,mixed_blackcurrant,blackcurrant_jam,jam_sprinkle,sprinkle_creme,creme_cassis,cassis_rich,rich_sprinkling,sprinkling_oaky,oaky_vanilla,vanilla_fortuna,,,,,,
Merlot,hallmarks_approach,approach_big,big_ripe,ripe_flamboyant,flamboyant_oaky,oaky_complex,complex_immediately,immediately_enjoyable,enjoyable_cherries,cherries_blueberries,blueberries_flavors,flavors_accented,accented_sumptuous,sumptuous_sweet,sweet_vanilla,v,,,,,,,
Merlot,believe_exaggeration,exaggeration_say,say_finest,finest_one,one_might,might_quibble,quibble_styles,styles_producer,producer_achieves,achieves_complexity,complexity_flavor,flavor_thrills,thrills_per,per_sip,sip_awesomely-endowed,awesomely-endowed_full-bodi,,,,,,,
Merlot,doubt_many,many_people,people_pick,pick_blind,blind_lineup,lineup_top-flight,top-flight_right,right_bank,bank_utterly,utterly_brilliant,brilliant_focused,focused_totally,totally_alive,alive_vibrant,vibrant_myriad,myriad_aromas,aromas_flavors,flavors_devel,,,,,
Merlot,enjoyed_trefethan,trefethan_blend,blend_dark,dark_ruby-colored,ruby-colored_tightly,tightly_knit,knit_exhibits,exhibits_attractive,attractive_sweet,sweet_sour,sour_cherry,cherry_notes,notes_intermixed,intermixed_notions,notions_spice,spice_box,box_earth,e,,,,,
Merlot,always_thought,thought_best,best_fleur,fleur_gay,gay_since,since_showed,showed_extremely,extremely_well,well_horizontal,horizontal_tastings,tastings_dense,dense_ruby,ruby_purple,purple_notes,notes_melted,melted_caramel,caramel_mocha,mocha_along,along_rasp,,,,
Merlot,like_core,core_fruit,fruit_chocolate,chocolate_berry,berry_character,character_full,full_velvety,velvety_love,love_good,good_full,full_ruby-red,ruby-red_expressive,expressive_pristine,pristine_aromas,aromas_maraschino,maraschino_cherry,cherry_plum,plum_sa,,,,,
Merlot,remember_dark,dark_garnet-colored,garnet-colored_absolutely,absolutely_delicious,delicious_every,every_time,time_go,go_back,back_seems,seems_improve,improve_still,still_superb,superb_gobs,gobs_velvety,velvety_ripe,ripe_decadent,decadent_fruit,fruit_opulen,,,,,
Merlot,one_looks,looks_technical,technical_data,data_less,less_ripe,ripe_character,character_fuller,fuller_richer,richer_opulent,opulent_nose,nose_center,center_flavors,flavors_taste,taste_aged,aged_extremely,extremely_well,well_acidity,acidity_drink,drink_fruit,,,,
Merlot,impeccably_balanced,balanced_rich,rich_vibrant,vibrant_intense,intense_currant,currant_fresh,fresh_earth,earth_black,black_cherry,cherry_blackberry,blackberry_fruit,fruit_well-focused,well-focused_tannins,tannins_cedary,cedary_nutmeg-laced,nutmeg-laced_oa,,,,,,,
Merlot,view_greatest,greatest_ever,ever_certainly,certainly_lives,lives_expectations,expectations_tonight,tonight_marvelously,marvelously_balanced,balanced_well-articulated,well-articulated_aromatics,aromatics_generous,generous_fruit,fruit_supported,supported_po,,,,,,,,,
Merlot,new_classification,classification_justice,justice_certainly,certainly_served,served_elevation,elevation_premier,premier_grand,grand_classe,classe_status,status_making,making_concentrated,concentrated_consistently,consistently_high,high_quality,quality_sin,,,,,,,,
Merlot,new_classification,classification_justice,justice_certainly,certainly_served,served_elevation,elevation_premier,premier_grand,grand_classe,classe_status,status_making,making_concentrated,concentrated_consistently,consistently_high,high_quality,quality_sin,,,,,,,,
Merlot,intense_aromas,aromas_blueberries,blueberries_raspberries,raspberries_hints,hints_citrus,citrus_full,full_body,body_ultra-fine,ultra-fine_tannins,tannins_fruity,fruity_finish,finish_refined,refined_firm,firm_best,best_pretty,pretty_aromas,aromas_crushed,c,,,,,
Merlot,intense_aromas,aromas_tar,tar_blackberry,blackberry_wet,wet_earth,earth_just,just_hint,hint_tobacco,tobacco_flowers,flowers_full-bodied,full-bodied_chewy,chewy_long,long_extracted,extracted_yet,yet_turns,turns_caressing,caressing_velvety,velvety_texture,t,,,,
Merlot,long_time,time_since,since_recommended,recommended_clement,clement_new,new_japanese,japanese_owner,owner_sapporo,sapporo_gotten,gotten_serious,serious_upgrading,upgrading_quality,quality_enjoyed,enjoyed_impressive,impressive_opaque,opaque_ruby,ruby_purple,,,,,,
Merlot,toss-up_whether,whether_better,better_dominique,dominique_might,might_bit,bit_structure,structure_definition,definition_still,still_shares,shares_many,many_characteristics,characteristics_make,make_special,special_opaque,opaque_ruby,ruby_purple,purple_col,,,,,,
Merlot,hard_find,find_much,much_better,better_foley,foley_blockbuster,blockbuster_well,well_opulent,opulent_exuberant,exuberant_certain,certain__wow,_wow_factor,factor_layers,layers_melted,melted_fudge,fudge_espresso,espresso_roast,roast_plum,plum_fig,fig_black,,,,
Merlot,may_sound,sound_strange,strange_tastes,tastes_like,like_liquid,liquid_equivalent,equivalent_buttered,buttered_toast,toast_bacon,bacon_sandwich,sandwich_spread,spread_little,little_blackberry,blackberry_jam,jam_however,however_sounds,sounds_really,really_d,,,,,
Merlot,agreed_among,among_lovers,lovers_right,right_bank,bank_specifically,specifically_pomerol,pomerol_good,good_quality,quality_great,great_reds,reds_much,much_better,better_eglise,eglise_clinet,clinet_came,came_big,big_surprise,surprise_tasted,tasted_red,red_,,,
Merlot,aromas_may,may_touch,touch_slow,slow_open,open_even,even_air,air_shows,shows_certain,certain_restraint,restraint_impeccably,impeccably_focused,focused_themes,themes_cherries,cherries_sweet,sweet_herbs,herbs_creamy,creamy_oak,oak_mouth,mouth_solid,solid_cl,,,
Merlot,saturated_purple,purple_color,color_followed,followed_surprisingly,surprisingly_evolved,evolved_open,open_written,written_tasting,tasting_note,note_predicted,predicted_maturity,maturity_displays,displays_wonderful,wonderful_sweet,sweet_tannin,tannin_big,b,,,,,,
Merlot,williams_consistently,consistently_produces,produces_one,one_freshest,freshest_light,light_pretty,pretty_supple,supple_plum,plum_red,red_currant,currant_flavors,flavors_lacks,lacks_confected,confected_fruit,fruit_many,many_bear,bear_varietal,varietal_name,,,,,
Merlot,williams_farms,farms_benchland,benchland_floor,floor_without,without_irrigation,irrigation_providing,providing_fruit,fruit_balance,balance_plus,plus_percent,percent_fruit,fruit_truchard,truchard_tannins,tannins_feel,feel_completely,completely_mature,matur,,,,,,
Merlot,williams_grows,grows_one,one_gracious,gracious_succulent,succulent_pleasure,pleasure_plenty,plenty_flavor,flavor_detail,detail_spiciness,spiciness_smoked,smoked_meats,meats_cherry,cherry_bark,bark_fresh,fresh_herbs,herbs_supple,supple_chocolaty,chocolaty_,,,,,
Merlot,juicy_burly,burly_red,red_fascinating,fascinating_aromas,aromas_ripe,ripe_fruit,fruit_game,game_earth,earth_full-bodied,full-bodied_velvety,velvety_long,long_rich,rich_aftertaste,aftertaste_giving,giving_away,away_really,really_classic,classic_potential,p,,,,
Merlot,conseillante_excellent,excellent_another,another_great,great_one,one_hit,hit_home,home_runs,runs_fact,fact_latter,latter_may,may_well,well_end,end_modern-day,modern-day_reference,reference_point,point_conseillante,conseillante_nevertheless,nevertheless_lo,,,,,
Merlot,conseillante_excellent,excellent_another,another_great,great_one,one_hit,hit_home,home_runs,runs_fact,fact_latter,latter_may,may_well,well_end,end_modern-day,modern-day_reference,reference_point,point_conseillante,conseillante_nevertheless,nevertheless_lo,,,,,
Merlot,light_fresh,fresh_cherry,cherry_blackberry,blackberry_nose,nose_fruit,fruit_acidity,acidity_noticeable,noticeable_will,will_make,make_appetising,appetising_go,go_food,food_drink,drink_c,c_tes,tes_bourg,bourg_found,found_one,one_trip,trip_loved,loved_lucie,,
Merlot,dark_chocolate,chocolate_berry,berry_mineral,mineral_character,character_full,full_body,body_chewy,chewy_tannins,tannins_flavorful,flavorful_finish,finish_juicy,juicy_delicious,delicious_already,already_needs,needs_age,age_soften,soften_tannins,tannins_ol,,,,,
Merlot,lovely_fruit,fruit_berry,berry_character,character_hints,hints_citrus,citrus_fruit,fruit_clean,clean_bright,bright_finish,finish_fleur,fleur_bouard,bouard_unfined,unfined_unfiltered,unfiltered_hit,hit_natural,natural_alcohol,alcohol_offers,offers_notes,no,,,,
Merlot,lighter_style,style_fully,fully_mature,mature_reveals,reveals_notes,notes_beef,beef_blood,blood_roasted,roasted_herbs,herbs_black,black_truffles,truffles_damp,damp_earth,earth_black,black_currants,currants_intermixed,intermixed_hints,hints_espresso,espres,,,,
Merlot,pride_style,style_big,big_powerful,powerful_age,age_well,well_enormously,enormously_ripe,ripe_flamboyant,flamboyant_cassis,cassis_cherry,cherry_pie,pie_filling,filling_milk,milk_chocolate,chocolate_licorice,licorice_smoky,smoky_oak,oak_flavors,flavors_wra,,,,
Merlot,drop_rich,rich_smooth,smooth_bone,bone_dry,dry_modest,modest_alcohol,alcohol_brims,brims_flavors,flavors_black,black_red,red_currant,currant_licorice,licorice_anise,anise_white,white_pepper,pepper_well,well_subtle,subtle_touch,touch_sweet,sweet_smoky,smok,,
Merlot,malolactic_fermentation,fermentation_takes,takes_place,place_barrel,barrel_gives,gives_sexy,sexy_up-front,up-front_well-integrated,well-integrated_wood,wood_component,component_accompany,accompany_black,black_raspberry,raspberry_black,black_currant,curran,,,,,,,
Merlot,massive_packed,packed_mouthdrying,mouthdrying_tannins,tannins_big,big_core,core_ripe,ripe_cassis,cassis_cherry,cherry_plum,plum_fruit,fruit_lively,lively_intense,intense_despite,despite_size,size_measure,measure_elegance,elegance_finesse,finesse_notes,not,,,,
Merlot,medium_garnet,garnet_colour,colour_earthy,earthy_nose,nose_notes,notes_blackberries,blackberries_cloves,cloves_black,black_pepper,pepper_tobacco,tobacco_firm,firm_somewhat,somewhat_astringent,astringent_tannins,tannins_slightly,slightly_dominate,dominate_,,,,,,
Merlot,medium_red-ruby,red-ruby_superripe,superripe_currant,currant_black,black_raspberry,raspberry_aromas,aromas_hint,hint_raisiny,raisiny_surmaturite,surmaturite_surprisingly,surprisingly_juicy,juicy_leanish,leanish_mouth,mouth_juicy,juicy_red,red_berry,berry_,,,,,,
Merlot,medium_ruby,ruby_amber,amber_edge,edge_restrained,restrained_version,version_stylish,stylish_reserved,reserved_bouquet,bouquet_mineral,mineral_scents,scents_black,black_currants,currants_spicy,spicy_oak,oak_palate,palate_medium,medium_bodied,bodied_modera,,,,,
Merlot,medium-bodied_superficial,superficial_deep,deep_ruby-colored,ruby-colored_soutard,soutard_offers,offers_pleasant,pleasant_nose,nose_loamy,loamy_soil,soil_spice,spice_berry,berry_fruit,fruit_earth,earth_mouth,mouth_medium-bodied,medium-bodied_shallow,shall,,,,,,
Merlot,medium-bodied_superficial,superficial_deep,deep_ruby-colored,ruby-colored_soutard,soutard_offers,offers_pleasant,pleasant_nose,nose_loamy,loamy_soil,soil_spice,spice_berry,berry_fruit,fruit_earth,earth_mouth,mouth_medium-bodied,medium-bodied_shallow,shall,,,,,,
Merlot,hardly_gets,gets_richer,richer_just,just_explodes,explodes_mouth,mouth_flavors,flavors_black,black_cherry,cherry_blackberry,blackberry_chocolate,chocolate_truffle,truffle_flavors,flavors_sweet,sweet_seems,seems_actually,actually_dry,dry_wonderful,wonderfu,,,,,
Merlot,mid_crimson,crimson_brick,brick_rim,rim_fresh,fresh_sweet,sweet_floral,floral_aromas,aromas_light,light_petrus,petrus_clean,clean_charming,charming_fresh,fresh_finish,finish_medium,medium_persistence,persistence_give,give_much,much_intense,intense_red,red,,,
Merlot,milk_chocolate,chocolate_blackberry,blackberry_cappuccino,cappuccino_nose,nose_full-bodied,full-bodied_brown,brown_sugar,sugar_coffee,coffee_flavor,flavor_silky,silky_tannins,tannins_long,long_caressing,caressing_reminds,reminds_old-style,old-style_pomero,,,,,,,
Merlot,modern_style,style_new,new_wood,wood_flavors,flavors_dominant,dominant_tight,tight_stage,stage_packed,packed_tannins,tannins_fruit,fruit_ripe,ripe_promise,promise_future,future_big,big_dark,dark_juicy,juicy_flavors,flavors_show,show_finally,finally_blackb,,,
Merlot,modern_style,style_new,new_wood,wood_flavors,flavors_dominant,dominant_tight,tight_stage,stage_packed,packed_tannins,tannins_fruit,fruit_ripe,ripe_promise,promise_future,future_big,big_dark,dark_juicy,juicy_flavors,flavors_show,show_finally,finally_blackb,,,
Merlot,moving_reds,reds_good,good_good,good_delivers,delivers_pretty,pretty_plum,plum_cherry,cherry_underbrush,underbrush_licorice,licorice_characteristics,characteristics_well,well_medium-bodied,medium-bodied_lively,lively_palate,palate_feel,feel_overall,overal,,,,,,
Merlot,favorite_fortuna,fortuna_cases,cases_alcohol,alcohol_shy,shy_opaque,opaque_purple,purple_color,color_accompanied,accompanied_exceptional,exceptional_black,black_currant,currant_blackberry,blackberry_tobacco,tobacco_aromas,aromas_well,well_flavors,flavors_,,,,,,
Merlot,never_tasting,tasting_better,better_one,one_finest,finest_tasted,tasted_retrospective,retrospective_final,final_blend,blend_exhibits,exhibits_plenty,plenty_sweet,sweet_mocha,mocha_round,round_berry,berry_fruit,fruit_along,along_hint,hint_smoky,smoky_oak,o,,,
Merlot,nicely_taut,taut_mix,mix_damson,damson_plum,plum_bitter,bitter_cherry,cherry_red,red_currant,currant_fruit,fruit_racing,racing_along,along_carried,carried_bright,bright_iron,iron_note,note_picking,picking_floral,floral_bergamot,bergamot_notes,notes_sleek,,,
Merlot,nicely_taut,taut_mix,mix_damson,damson_plum,plum_bitter,bitter_cherry,cherry_red,red_currant,currant_fruit,fruit_racing,racing_along,along_carried,carried_bright,bright_iron,iron_note,note_picking,picking_floral,floral_bergamot,bergamot_notes,notes_sleek,,,
Merlot,nicely_toasty,toasty_vanilla,vanilla_espresso,espresso_notes,notes_front,front_core,core_raspberry,raspberry_blackberry,blackberry_boysenberry,boysenberry_fruit,fruit_rushes,rushes_behind,behind_long,long_licorice-filled,licorice-filled_finish,finish_sett,,,,,,,
Merlot,nicely_toasty,toasty_vanilla,vanilla_espresso,espresso_notes,notes_front,front_core,core_raspberry,raspberry_blackberry,blackberry_boysenberry,boysenberry_fruit,fruit_rushes,rushes_behind,behind_long,long_licorice-filled,licorice-filled_finish,finish_sett,,,,,,,
Merlot,nickel_nickel,nickel_continues,continues_style,style_bone-dry,bone-dry_harshly,harshly_tannic,tannic_red,red_charming,charming_elegant,elegant_give,give_hope,hope_deep,deep_heart,heart_black,black_red,red_cherries,cherries_red,red_currants,currants_mocha,,,,
Merlot,tasting_note,note_given,given_continues,continues_popular,popular_subtle,subtle_vanillins,vanillins_oak,oak_new,new_match,match_perfectly,perfectly_rich,rich_strawberry,strawberry_blueberry,blueberry_aromas,aromas_prepare,prepare_taster,taster_drinker,dri,,,,,
Merlot,tasting_note,note_given,given_exhibits,exhibits_flamboyant,flamboyant_obvious,obvious_new,new_oak,oak_unlike,unlike_concentration,concentration_power,power_depth,depth_behind,behind_vanillin,vanillin_pain,pain_grille,grille_notes,notes_full-bodied,full-bo,,,,,
Merlot,nose_starts,starts_fresh,fresh_brewed,brewed_coffee,coffee_cedar,cedar_chocolate,chocolate_toffee,toffee_bit,bit_air,air_shows,shows_ripe,ripe_plum,plum_sweet,sweet_licorice,licorice_fresh,fresh_leather,leather_wonderful,wonderful_dark,dark_round,round_fr,,,
Merlot,blue_rim,rim_heady,heady_opulent,opulent_nose,nose_much,much_lighter,lighter_palate,palate_inky,inky_fruit,fruit_seems,seems_internally,internally_ingested,ingested_somehow,somehow_texture,texture_good,good_dark,dark_hefty,hefty_slightly,slightly_extracte,,,,
Merlot,yet_fully,fully_mature,mature_reveals,reveals_amber,amber_edge,edge_well,well_complex,complex_intoxicating,intoxicating_nose,nose_cedar,cedar_licorice,licorice_spice,spice_box,box_black,black_currants,currants_cherries,cherries_medium,medium_full-bodied,f,,,,
Merlot,fonplegade_pushing,pushing_envelop,envelop_high,high_quality,quality_recent,recent_full-bodied,full-bodied_powerful,powerful_reveals,reveals_intense,intense_concentrated,concentrated_red,red_black,black_fruit,fruit_characteristics,characteristics_undeniab,,,,,,,,
Merlot,oaky_toasty,toasty_spicy,spicy_thick,thick_massive,massive_packed,packed_berries,berries_cherries,cherries_plums,plums_chocolate,chocolate_adds,adds_meaty,meaty_tannins,tannins_beautiful,beautiful_blueberry,blueberry_blue,blue_plum,plum_blackberry,blackbe,,,,,
Merlot,duckhorn_tasted,tasted_one,one_stands,stands_just,just_slight,slight_bit,bit_apart,apart_others,others_dint,dint_suggestions,suggestions_mint,mint_heather,heather_dried,dried_herbs,herbs_bring,bring_different,different_twist,twist_complexity,complexity_ar,,,,
Merlot,one_compellingly,compellingly_seductive,seductive_conseillante,conseillante_early,early_charm,charm_can,can_lead,lead_tasters,tasters_believe,believe_will,will_age,age_however,however_top,top_conseillante,conseillante_can,can_age,age_often,often_drunk,dru,,,,
Merlot,one_several,several_ch_teaux,ch_teaux_milion,milion_name,name_attached,attached_finely,finely_ripe,ripe_dusty,dusty_conveys,conveys_southern,southern_feel,feel_rich,rich_fruitiness,fruitiness_powerful,powerful_dry,dry_tannins,tannins_concentration,concent,,,,,
Merlot,one_finest,finest_efforts,efforts_coufran,coufran_many,many_plump,plump_fat,fat_dense,dense_shows,shows_excellent,excellent_concentration,concentration_plenty,plenty_mocha-infused,mocha-infused_black,black_cherry,cherry_fruit,fruit_flavors,flavors_medium,,,,,,
Merlot,one_finest,finest_rive,rive_droite,droite_paradise,paradise_blend,blend_rest,rest_unfortunately,unfortunately_cases,cases_compared,compared_cases,cases_proprietary,proprietary_red,red_finished,finished_alcohol,alcohol_reminded,reminded_pre-1975,pre-1975_p,,,,,,
Merlot,one_finest,finest_evolved,evolved_gorgeously,gorgeously_since,since_tasted,tasted_barrel,barrel_last,last_sumptuous,sumptuous_offers,offers_beautiful,beautiful_melted,melted_chocolate,chocolate_cocoa,cocoa_espresso,espresso_notes,notes_intermixed,intermix,,,,,,
Merlot,one_great,great_modern-day,modern-day_clinet,clinet_still,still_saturated,saturated_purple,purple_color,color_sweet,sweet_nose,nose_creme,creme_cassis,cassis_intermixed,intermixed_incense,incense_licorice,licorice_smoke,smoke_mineral,mineral_sits,sits_gla,,,,,
Merlot,one_balanced,balanced_pumped-up,pumped-up_style,style_complex,complex_aromas,aromas_berry,berry_tobacco,tobacco_chocolate,chocolate_hint,hint_spice,spice_full-bodied,full-bodied_rich,rich_decadent,decadent_palate,palate_plenty,plenty_velvety,velvety_tanni,,,,,,
Merlot,one_distinctive,distinctive_dome,dome_one,one_highest,highest_percentages,percentages_can,can_think,think_composed,composed_exhibits,exhibits_certain,certain_delicacy,delicacy_elegance,elegance_component,component_addition,addition_resounding,resounding_p,,,,,,,
Merlot,one_rustic,rustic_powerful,powerful_petrus,petrus_last,last_still,still_murky,murky_garnet,garnet_plum,plum_purple,purple_color,color_gorgeous,gorgeous_nose,nose_overripe,overripe_black,black_cherries,cherries_mocha,mocha_caramel,caramel_chocolate,chocola,,,,
Merlot,one_superstars,superstars_trotanoy,trotanoy_transcends,transcends_typically,typically_one,one_lush,lush_sexy,sexy_pomerol,pomerol_rather,rather_muscular,muscular_masculine,masculine_effort,effort_deep,deep_purple,purple_color,color_followed,followed_copio,,,,,,
Merlot,one_notable,notable_successes,successes_evangile,evangile_dense,dense_plum,plum_ruby,ruby_color,color_sweet,sweet_nose,nose_licorice,licorice_black,black_raspberry,raspberry_currant,currant_hint,hint_roasted,roasted_herbs,herbs_damp,damp_soil,soil_medium,,,,
